MAL_ID,Name,Score,Genres,sypnopsis
510,The Great Hunt,8.4,"Ficción, Narrativa contemporánea",Libro real firmado por Robert Jordan. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
511,Post-Mortem: A Mystery Introducing Dr. Kay Scarpetta,8.02,"Narrativa, Literatura popular",Obra real de Patricia Cornwell. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
512,The Complete Tales of Edgar Allan Poe,8.74,"Crimen, Misterio, Suspense","Libro real de Edgar Allan Poe, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
513,The Hiding Place,8.84,"Terror, Suspense, Drama","Título real de Corrie ten Boom, John Sherrill, Elizabeth Sherrill. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
514,The Adventures of Sherlock Holmes,8.58,"Misterio, Intriga, Investigación",Obra de Arthur Conan Doyle incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
515,The Prince of Tides,8.44,"Fantasía, Aventura, Imaginación",Libro real firmado por Pat Conroy. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
516,The Amazing Adventures of Kavalier & Clay,8.34,"Ficción, Narrativa contemporánea",Obra real de Michael Chabon. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
517,Perfect Chemistry,8.14,"Ciencia ficción, Distopía, Especulación","Libro real de Simone Elkeles, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
518,Peter Pan,8.2,"Memoria, Biografía, Testimonio","Título real de J.M. Barrie, Michael Hague. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
519,Pretties,7.7,"Clásico, Ensayo, Cultura general",Obra de Scott Westerfeld incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
520,asdert,8.34,"Narrativa, Literatura popular","Libro real firmado por Haruki Murakami, Jay Rubin. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector."
521,The Lincoln Lawyer,8.28,"Memoria, Biografía, Testimonio",Obra real de Michael Connelly. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
522,Cloud Atlas,8.02,"Terror, Suspense, Drama","Libro real de David Mitchell, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
523,The Things They Carried,8.24,"Narrativa, Literatura popular","Título real de Tim O'Brien. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
524,Wall and Piece,7.66,"Misterio, Intriga, Investigación",Obra de Banksy incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
525,Pandemonium,8.14,"Ficción, Narrativa contemporánea",Libro real firmado por Lauren Oliver. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
526,Darkly Dreaming Dexter,7.78,"Narrativa, Literatura popular",Obra real de Jeff Lindsay. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
527,Living Dead in Dallas,7.94,"Narrativa, Ficción de género","Libro real de Charlaine Harris, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
528,The Dragon Reborn,8.46,"Ficción, Narrativa contemporánea","Título real de Robert Jordan. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
529,Gulliverâ€™s Travels,7.1,"Narrativa, Literatura popular","Obra de Jonathan Swift, Robert DeMaria Jr. incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas."
530,Much Ado About Nothing,8.12,"Crimen, Misterio, Suspense","Libro real firmado por William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert Jackson. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector."
531,Beowulf,6.84,"Terror, Suspense, Drama","Obra real de Unknown, Seamus Heaney. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación."
532,Batman: Year One,8.46,"Misterio, Intriga, Investigación","Libro real de Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
533,Go Set a Watchman,6.62,"Fantasía, Aventura, Imaginación","Título real de Harper Lee. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
534,When You Are Engulfed in Flames,8.08,"Ficción, Narrativa contemporánea",Obra de David Sedaris incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
535,Daughter of Smoke & Bone,8.08,"Ciencia ficción, Distopía, Especulación",Libro real firmado por Laini Taylor. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
536,Red Queen,8.16,"Memoria, Biografía, Testimonio",Obra real de Victoria Aveyard. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
537,The Power of Habit,8.06,"Clásico, Ensayo, Cultura general","Libro real de Charles Duhigg, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
538,Midnight in the Garden of Good and Evil,7.8,"Ficción, Narrativa contemporánea","Título real de John Berendt. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
539,Hopeless,8.68,"Narrativa, Literatura popular",Obra de Colleen Hoover incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
540,A Little Princess,8.4,"Crimen, Misterio, Suspense","Libro real firmado por Frances Hodgson Burnett, Nancy Bond. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector."
541,The Truth About Forever,8.26,"Terror, Suspense, Drama",Obra real de Sarah Dessen. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
542,The horse and his boy,7.8,"Misterio, Intriga, Investigación","Libro real de C.S. Lewis, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
543,Last Sacrifice,8.84,"Fantasía, Aventura, Imaginación","Título real de Richelle Mead. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
544,Little House on the Prairie,8.36,"Ficción, Narrativa contemporánea","Obra de Laura Ingalls Wilder, Garth Williams incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas."
545,The Velveteen Rabbit,8.58,"Ciencia ficción, Distopía, Especulación","Libro real firmado por Margery Williams Bianco, William Nicholson. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector."
546,Zen and the Art of Motorcycle Maintenance,7.52,"Memoria, Biografía, Testimonio",Obra real de Robert M. Pirsig. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
547,The War of the Worlds,7.6,"Clásico, Ensayo, Cultura general","Libro real de H.G. Wells, Arthur C. Clarke, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
548,Pretty Little Liars,7.8,"Narrativa, Literatura popular","Título real de Sara Shepard. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
549,Corduroy,8.56,"Memoria, Biografía, Testimonio",Obra de Don Freeman incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
550,The Omnivore's Dilemma,8.34,"Terror, Suspense, Drama",Libro real firmado por Michael Pollan. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
551,Life After Life,7.48,"Narrativa, Literatura popular",Obra real de Kate Atkinson. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
552,The Rescue,8.2,"Misterio, Intriga, Investigación","Libro real de Nicholas Sparks, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
553,Needful Things,7.74,"Ficción, Narrativa contemporánea","Título real de Stephen King. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
554,Voyager,8.76,"Narrativa, Literatura popular",Obra de Diana Gabaldon incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
555,mjuio,8.24,"Narrativa, Ficción de género","Libro real firmado por Kenneth Branagh, William Shakespeare. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector."
556,Cujo,7.3,"Ficción, Narrativa contemporánea",Obra real de Stephen King. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
557,The Virgin Suicides,7.66,"Narrativa, Literatura popular","Libro real de Jeffrey Eugenides, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
558,Dead to the World,8.26,"Crimen, Misterio, Suspense","Título real de Charlaine Harris. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
559,Tess of the d'Urbervilles: A Pure Woman Faithfully Presented,7.54,"Terror, Suspense, Drama","Obra de Thomas Hardy, Tim Dolin, Margaret R. Higonnet incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas."
560,Madame Bovary,7.28,"Misterio, Intriga, Investigación","Libro real firmado por Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector."
561,The Phantom Tollbooth,8.44,"Fantasía, Aventura, Imaginación","Obra real de Norton Juster, Jules Feiffer. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación."
562,The Way of Kings,9.28,"Ficción, Narrativa contemporánea","Libro real de Brandon Sanderson, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
563,Club Dead,8.06,"Ciencia ficción, Distopía, Especulación","Título real de Charlaine Harris. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
564,It's Kind of a Funny Story,8.28,"Memoria, Biografía, Testimonio",Obra de Ned Vizzini incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
565,germany,8.7,"Clásico, Ensayo, Cultura general",Libro real firmado por Brandon Sanderson. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
566,After You,7.4,"Ficción, Narrativa contemporánea",Obra real de Jojo Moyes. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
567,The Language of Flowers,8.14,"Narrativa, Literatura popular","Libro real de Vanessa Diffenbaugh, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
568,Batman: The Dark Knight Returns,8.5,"Crimen, Misterio, Suspense","Título real de Frank Miller, Klaus Janson, Lynn Varley. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
569,The Angel Experiment,8.16,"Terror, Suspense, Drama",Obra de James Patterson incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
570,High Fidelity,7.88,"Misterio, Intriga, Investigación",Libro real firmado por Nick Hornby. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
571,The Guardian,8.28,"Fantasía, Aventura, Imaginación",Obra real de Nicholas Sparks. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
572,Oryx and Crake,8.0,"Ficción, Narrativa contemporánea","Libro real de Margaret Atwood, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
573,"Men Are from Mars, Women Are from Venus Book of Days: 365 Inspirations to Enrich Your Relationships",7.04,"Ciencia ficción, Distopía, Especulación","Título real de John Gray. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
574,Kitchen Confidential: Adventures in the Culinary Underbelly,8.0,"Memoria, Biografía, Testimonio",Obra de Anthony Bourdain incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
575,Timeline,7.66,"Clásico, Ensayo, Cultura general",Libro real firmado por Michael Crichton. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
576,Candide,7.52,"Narrativa, Literatura popular",Obra real de Voltaire. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
577,Tuck Everlasting,7.7,"Memoria, Biografía, Testimonio","Libro real de Natalie Babbitt, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
578,Christine,7.44,"Terror, Suspense, Drama","Título real de Stephen King, Marie Milpois. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
579,Are You My Mother?,8.32,"Narrativa, Literatura popular",Obra de P.D. Eastman incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
580,The Story of Art,7.66,"Misterio, Intriga, Investigación",Libro real firmado por E.H. Gombrich. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
581,Scarlet,8.6,"Ficción, Narrativa contemporánea",Obra real de Marissa Meyer. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
582,"Rich Dad , Poor Dad",7.9,"Narrativa, Literatura popular","Libro real de Robert T. Kiyosaki, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
583,Silence,8.32,"Narrativa, Ficción de género","Título real de Becca Fitzpatrick. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
584,The Magicians,6.94,"Ficción, Narrativa contemporánea",Obra de Lev Grossman incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
585,Made in germany,8.84,"Narrativa, Literatura popular","Libro real firmado por Tsugumi Ohba, Takeshi Obata. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector."
586,A Great and Terrible Beauty,7.58,"Crimen, Misterio, Suspense",Obra real de Libba Bray. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
587,Everything Is Illuminated,7.8,"Terror, Suspense, Drama","Libro real de Jonathan Safran Foer, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
588,The Bourne Supremacy,8.18,"Misterio, Intriga, Investigación","Título real de Robert Ludlum. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
589,Easy,8.22,"Fantasía, Aventura, Imaginación",Obra de Tammara Webber incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
590,David Copperfield,7.92,"Ficción, Narrativa contemporánea","Libro real firmado por Charles Dickens, Jeremy Tambling. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector."
591,The Absolutely True Diary of a Part-Time Indian,8.22,"Ciencia ficción, Distopía, Especulación","Obra real de Sherman Alexie, Ellen Forney. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación."
592,Zoonh,8.64,"Memoria, Biografía, Testimonio","Libro real de Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
593,A Wizard of Earthsea,7.98,"Clásico, Ensayo, Cultura general","Título real de Ursula K. Le Guin. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
594,Because of Winn-Dixie,8.0,"Ficción, Narrativa contemporánea","Obra de Kate DiCamillo, Chris Sheban incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas."
595,A Separate Peace,7.12,"Narrativa, Literatura popular",Libro real firmado por John Knowles. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
596,The Rainmaker,7.82,"Crimen, Misterio, Suspense",Obra real de John Grisham. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
597,Don Quijote de La Mancha,7.7,"Terror, Suspense, Drama","Libro real de Miguel de Cervantes Saavedra, Roberto González Echevarría, John Rutherford, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
598,Assassin's Apprentice,8.28,"Misterio, Intriga, Investigación","Título real de Robin Hobb. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
599,The Restaurant at the End of the Universe,8.44,"Fantasía, Aventura, Imaginación",Obra de Douglas Adams incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
600,Torment,7.78,"Ficción, Narrativa contemporánea",Libro real firmado por Lauren Kate. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
601,The Tale of Peter Rabbit,8.34,"Ciencia ficción, Distopía, Especulación",Obra real de Beatrix Potter. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
602,The Silver Chair,7.9,"Memoria, Biografía, Testimonio","Libro real de C.S. Lewis, Pauline Baynes, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
603,The Hero of Ages,8.92,"Clásico, Ensayo, Cultura general","Título real de Brandon Sanderson. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
604,"Girl, Interrupted",7.8,"Narrativa, Literatura popular",Obra de Susanna Kaysen incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
605,"Are You There, Vodka? It's Me, Chelsea",7.7,"Memoria, Biografía, Testimonio",Libro real firmado por Chelsea Handler. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
606,Jonathan Livingston Seagull,7.6,"Terror, Suspense, Drama","Obra real de Richard Bach, Russell Munson. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación."
607,City of Heavenly Fire,8.96,"Narrativa, Literatura popular","Libro real de Cassandra Clare, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
608,Love You Forever,8.68,"Misterio, Intriga, Investigación","Título real de Robert Munsch, Sheila McGraw. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
609,Cell,7.28,"Ficción, Narrativa contemporánea",Obra de Stephen King incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
610,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,8.64,"Narrativa, Literatura popular",Libro real firmado por Daniel James Brown. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
611,The Silmarillion,7.74,"Narrativa, Ficción de género","Obra real de J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación."
612,The Drawing of the Three,8.46,"Ficción, Narrativa contemporánea","Libro real de Stephen King, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
613,The Forgotten Garden,8.24,"Narrativa, Literatura popular","Título real de Kate Morton. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
614,Der ProzeÃŸ,7.96,"Crimen, Misterio, Suspense","Obra de Franz Kafka, Edwin Muir, Willa Muir, Max Brod incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas."
615,This Lullaby,8.06,"Terror, Suspense, Drama",Libro real firmado por Sarah Dessen. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
616,Plain Truth,7.94,"Misterio, Intriga, Investigación",Obra real de Jodi Picoult. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
617,Orange Is the New Black: My Year in a Women's Prison,7.4,"Fantasía, Aventura, Imaginación","Libro real de Piper Kerman, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
618,The Hound of the Baskervilles,8.18,"Ficción, Narrativa contemporánea","Título real de Arthur Conan Doyle, Anne Perry. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
619,"Thinking, Fast and Slow",8.16,"Ciencia ficción, Distopía, Especulación",Obra de Daniel Kahneman incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
620,The Mists of Avalon,8.24,"Memoria, Biografía, Testimonio",Libro real firmado por Marion Zimmer Bradley. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
621,"Are You There God? It's Me, Margaret",7.78,"Clásico, Ensayo, Cultura general",Obra real de Judy Blume. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
622,Nights in Rodanthe,7.64,"Ficción, Narrativa contemporánea","Libro real de Nicholas Sparks, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
623,Mr. Mercedes,7.84,"Narrativa, Literatura popular","Título real de Stephen King. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
624,All Together Dead,8.1,"Crimen, Misterio, Suspense",Obra de Charlaine Harris incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
625,Midwives,7.94,"Terror, Suspense, Drama",Libro real firmado por Chris Bohjalian. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
626,The Polar Express,8.58,"Misterio, Intriga, Investigación",Obra real de Chris Van Allsburg. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
627,The True Story of the Three Little Pigs,8.58,"Fantasía, Aventura, Imaginación","Libro real de Jon Scieszka, Lane Smith, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
628,Patriot Games,8.22,"Ficción, Narrativa contemporánea","Título real de Tom Clancy. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
629,Veronika decide morrer,7.38,"Ciencia ficción, Distopía, Especulación","Obra de Paulo Coelho, Margaret Jull Costa incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas."
630,"Lean In: Women, Work, and the Will to Lead",7.88,"Memoria, Biografía, Testimonio","Libro real firmado por Sheryl Sandberg, Nell Scovell. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector."
631,Dead as a Doornail,8.02,"Clásico, Ensayo, Cultura general",Obra real de Charlaine Harris. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
632,"Shatter Me (Shatter Me, #1)",8.02,"Narrativa, Literatura popular","Libro real de Tahereh Mafi, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
633,Starship Troopers,7.98,"Memoria, Biografía, Testimonio","Título real de Robert A. Heinlein. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
634,I've Got Your Number,7.86,"Terror, Suspense, Drama",Obra de Sophie Kinsella incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
635,Sofies Verden,7.76,"Narrativa, Literatura popular","Libro real firmado por Jostein Gaarder, Paulette Møller. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector."
636,Summer in Egypt,8.6,"Misterio, Intriga, Investigación",Obra real de Mark Cotta Vaz. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
637,The Martian Chronicles,8.24,"Ficción, Narrativa contemporánea","Libro real de Ray Bradbury, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
638,A Visit From the Goon Squad,7.28,"Narrativa, Literatura popular","Título real de Jennifer Egan. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
639,Heidi,7.94,"Narrativa, Ficción de género","Obra de Johanna Spyri, Angelo Rinaldi, Beverly Cleary incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas."
640,Prey,7.44,"Ficción, Narrativa contemporánea",Libro real firmado por Michael Crichton. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
641,The Last Battle,8.04,"Narrativa, Literatura popular",Obra real de C.S. Lewis. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
642,World Without End,8.46,"Crimen, Misterio, Suspense","Libro real de Ken Follett, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
643,Chosen: A House of Night Novel,7.8,"Terror, Suspense, Drama","Título real de P.C. Cast, Kristin Cast. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
644,Slammed,8.58,"Misterio, Intriga, Investigación",Obra de Colleen Hoover incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
645,"Beastly (Beastly, #1, Kendra Chronicles, #1)",7.68,"Fantasía, Aventura, Imaginación",Libro real firmado por Alex Flinn. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
646,Tales of Caunterbury,6.96,"Ficción, Narrativa contemporánea","Obra real de Geoffrey Chaucer, Nevill Coghill. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación."
647,Baby Proof,7.42,"Ciencia ficción, Distopía, Especulación","Libro real de Emily Giffin, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
648,Inheritance,8.16,"Memoria, Biografía, Testimonio","Título real de Christopher Paolini. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
649,ã„ã¡ãã‚…ã†ã¯ã¡ã‚ˆã‚“ [Ichi-KyÅ«-Hachi-Yon],7.78,"Clásico, Ensayo, Cultura general","Obra de Haruki Murakami, Jay Rubin, Philip Gabriel incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas."
650,Uncle Tom's Cabin or Life Among the Lowly,7.66,"Ficción, Narrativa contemporánea",Libro real firmado por Harriet Beecher Stowe. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
651,Le Fantôme de l'Opéra,7.94,"Narrativa, Literatura popular","Obra real de Gaston Leroux, Alexander Teixeira de Mattos. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación."
652,"Definitely Dead (Sookie Stackhouse, #6)",8.04,"Crimen, Misterio, Suspense","Libro real de Charlaine Harris, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
653,Ensaio Sobre a Cegueira,8.16,"Terror, Suspense, Drama","Título real de José Saramago, Giovanni Pontiero. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
654,Freedom,7.46,"Misterio, Intriga, Investigación",Obra de Jonathan Franzen incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
655,Crossed,7.04,"Fantasía, Aventura, Imaginación",Libro real firmado por Ally Condie. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
656,"I'd Tell You I Love You, But Then I'd Have to Kill You",7.64,"Ficción, Narrativa contemporánea",Obra real de Ally Carter. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
657,The White Tiger,7.42,"Ciencia ficción, Distopía, Especulación","Libro real de Aravind Adiga, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
658,The Corrections,7.56,"Memoria, Biografía, Testimonio","Título real de Jonathan Franzen. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
659,Dreams from My Father,7.62,"Clásico, Ensayo, Cultura general",Obra de Barack Obama incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
660,Congo,7.1,"Narrativa, Literatura popular",Libro real firmado por Michael Crichton. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
661,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",8.44,"Memoria, Biografía, Testimonio","Obra real de Judith Viorst, Ray Cruz. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación."
662,Interpreter of Maladies,8.24,"Terror, Suspense, Drama","Libro real de Jhumpa Lahiri, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
663,A People's History of the United States: 1492 to Present,8.14,"Narrativa, Literatura popular","Título real de Howard Zinn. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
664,Breakfast at Tiffany's,7.78,"Misterio, Intriga, Investigación",Obra de Truman Capote incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
665,The Passage,8.08,"Ficción, Narrativa contemporánea",Libro real firmado por Justin Cronin. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
666,Anansi Boys,8.0,"Narrativa, Literatura popular",Obra real de Neil Gaiman. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
667,Along for the Ride,8.16,"Narrativa, Ficción de género","Libro real de Sarah Dessen, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
668,Everything I Never Told You,7.56,"Ficción, Narrativa contemporánea","Título real de Celeste Ng. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
669,La casa de los espíritus,8.4,"Narrativa, Literatura popular","Obra de Isabel Allende, Magda Bogin incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas."
670,The Dead Zone,7.8,"Crimen, Misterio, Suspense",Libro real firmado por Stephen King. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
671,The Mysterious Affair at Styles,7.96,"Terror, Suspense, Drama","Obra real de Agatha Christie, Î¡Î¿Î¶Î¯Ï„Î± Î£ÏŽÎºÎ¿Ï…. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación."
